,# cysts,# detected,# missed,# wrong,# recall,iou,precision,recall
IF 4-12.09.19 T4 tubo 4 40x1 (2),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF ADPKD tubules 9-17.10.19 _DBD 32 40X8,5.0,4.0,1.0,0.0,0.7999840003199936,0.7772476142641889,0.9447496947496947,0.8142594054196264
TUBI 29-30.07.2020_LM609+T4 19 40x45 side A,2.0,1.0,1.0,0.0,0.49997500124993743,0.381330685203575,0.9624060150375939,0.3870967741935484
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x18",2.0,2.0,0.0,1.0,0.9999500024998749,0.6726646248085758,0.6852574102964119,0.9734072022160665
IF 4-12.09.19 40x1 CTRL tubo 11 (18),3.0,2.0,1.0,0.0,0.6666444451851604,0.6952433628318584,0.936661698956781,0.7295414973882762
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X38,9.0,8.0,1.0,0.0,0.8888790124554172,0.802791123312743,0.9490196078431372,0.8389719067543335
TUBI 29-30.07.2020_LM609+T4 19 40x17 side B,6.0,5.0,1.0,0.0,0.8333194446759221,0.7039873250594137,0.9774518790100825,0.7156086431351496
IF 4-12.09.19 T4 tubo 4 40x1 (3),3.0,3.0,0.0,0.0,0.9999666677777407,0.8364779874213837,0.9019728729963009,0.920125786163522
TUBI 29-30.07.2020_T4 2 40x7 side A,2.0,2.0,0.0,1.0,0.9999500024998749,0.7235204855842186,0.745232885276649,0.9612903225806452
IF TUBI 18.12.2020_DBD 18 A 40X12,4.0,4.0,0.0,1.0,0.9999750006249845,0.861021454338333,0.9293032786885246,0.9213734254368143
IF TUBI 18.12.2020_T4 2 B 40X12,9.0,9.0,0.0,2.0,0.9999888890123443,0.7203433922996878,0.8044741429401511,0.8732261116367077
IF 4-12.09.19 40x1 CTRL tubo 11 (12),2.0,2.0,0.0,0.0,0.9999500024998749,0.7942857142857143,0.891433806688044,0.8793492995933122
IF 4-12.09.19 40x1 T3 tubo 7 (20),3.0,1.0,2.0,0.0,0.3333222225925802,0.5313423039054808,0.9729567307692307,0.539307128580946
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x3",3.0,2.0,1.0,0.0,0.6666444451851604,0.6446215139442231,0.9049217002237137,0.6914529914529914
TUBI 29-30.07.2020_LM609+T4 19 40x32 side A,5.0,2.0,3.0,0.0,0.3999920001599968,0.3444087173990711,0.9251439539347409,0.35428151414920983
TUBULI ADPKD 11.12.2020_DBD 3 B 40X32,6.0,6.0,0.0,1.0,0.9999833336111065,0.8076154307415551,0.8544993126784393,0.9363847045191194
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X14,3.0,2.0,1.0,2.0,0.6666444451851604,0.7369584438549955,0.8272952853598015,0.8709508881922675
IF TUBI 18.12.2020_DBD+T4 14 A 40X30,5.0,2.0,3.0,0.0,0.3999920001599968,0.44393004115226337,0.8595617529880478,0.4786466999445369
IF TUBI 18.12.2020_T4 2 B 40X11,12.0,8.0,4.0,1.0,0.666661111157407,0.5972289350733043,0.7975473321858864,0.7039498670717812
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X17,4.0,2.0,2.0,1.0,0.49998750031249223,0.2821533305404273,0.8138972809667674,0.30161218092252573
IF 4-12.09.19 RESV  TUBO 17 40X1 (14),4.0,3.0,1.0,0.0,0.7499812504687383,0.6643853645696236,0.9707692307692307,0.6779478914853613
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x12",1.0,1.0,0.0,0.0,0.9999000099990001,0.6635294117647059,0.9657534246575342,0.6795180722891566
IF 4-12.09.19 40x1 T3 tubo 7 (6),5.0,5.0,0.0,0.0,0.999980000399992,0.8485477178423236,0.9542697153523099,0.884515570934256
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X24,3.0,3.0,0.0,0.0,0.9999666677777407,0.8909525979945305,0.9483323226197695,0.9364071856287425
IF TUBI 18.12.2020_DBD+T4 14 A 40X10,1.0,1.0,0.0,1.0,0.9999000099990001,0.6439220183486238,0.6495083863504916,0.9868189806678384
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X1,2.0,1.0,1.0,0.0,0.49997500124993743,0.6151790486370925,0.9729501267962807,0.6258836324089179
TUBULI ADPKD 11.12.2020_DBD 3 A 40X7,5.0,5.0,0.0,1.0,0.999980000399992,0.7066065735956909,0.7762347542567323,0.8873550524572059
TUBI 29-30.07.2020_LM609+T4 19 40x44 side A,8.0,6.0,2.0,2.0,0.7499906251171861,0.5491893883566691,0.7203963267278879,0.6979630063217045
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato  A 40x10",2.0,2.0,0.0,1.0,0.9999500024998749,0.6454439252336449,0.788722341184868,0.780367231638418
IF 4-12.09.19 T4 tubo 4 40x1 (4),1.0,1.0,0.0,0.0,0.9999000099990001,0.8562434417628542,0.8976897689768977,0.9488372093023256
IF TUBI 18.12.2020_DBD 18 B 40X21,5.0,5.0,0.0,1.0,0.999980000399992,0.7684247704261832,0.7918233652796312,0.9629684272646798
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X17,4.0,4.0,0.0,0.0,0.9999750006249845,0.8832101806239737,0.9770663033605813,0.9019073569482289
TUBI 29-30.07.2020_T4 2 40x1 side A,7.0,5.0,2.0,1.0,0.7142755103498521,0.5660999306037474,0.8405461102524472,0.6342079689018465
TUBULI ADPKD 11.12.2020_T4 12 A 40X38,2.0,2.0,0.0,1.0,0.9999500024998749,0.7762258994990132,0.8124900683298903,0.9456260403181062
IF 4-12.09.19 40x1 TRIAC tubo 19 (4),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X3,3.0,2.0,1.0,0.0,0.6666444451851604,0.7516942260775278,0.9203451709259873,0.8040011597564511
IF TUBI 18.12.2020_T4 2 B 40X25,9.0,8.0,1.0,0.0,0.8888790124554172,0.7508567077040234,0.9155060352831941,0.806763943815628
IF ADPKD tubules 9-17.10.19 _Triac 6 40X14,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
IF 4-12.09.19 40x1 TRIAC tubo 19 (11),1.0,1.0,0.0,0.0,0.9999000099990001,0.7418546365914787,0.8032564450474898,0.9065849923430321
IF ADPKD tubules 9-17.10.19 _Resv 24 40X18,1.0,1.0,0.0,0.0,0.9999000099990001,0.7359628770301624,0.993734335839599,0.7393939393939394
IF TUBI 18.12.2020_DBD+T4 14 A 40X21,7.0,6.0,1.0,2.0,0.8571306124198226,0.761306284017813,0.8305981429496869,0.9012417994376757
TUBI 29-30.07.2020_T4 2 40x53 side A,4.0,4.0,0.0,2.0,0.9999750006249845,0.5854601701469451,0.6875567665758402,0.79768177028451
TUBI 29-30.07.2020_LM609+T4 19 40x37 side A,3.0,1.0,2.0,1.0,0.3333222225925802,0.2807316035729477,0.42996742671009774,0.44715447154471544
IF ADPKD tubules 9-17.10.19 _DBD 32 40X10,7.0,5.0,2.0,1.0,0.7142755103498521,0.6299749013983507,0.8982617586912065,0.6783783783783783
IF TUBI 18.12.2020_T4 2 B 40X26,7.0,6.0,1.0,0.0,0.8571306124198226,0.7321212121212122,0.918456567192549,0.7830173391670718
IF 4-12.09.19 40x1 CTRL tubo 11 (14),2.0,1.0,1.0,0.0,0.49997500124993743,0.7569919204474829,0.9959116925592805,0.7593516209476309
TUBULI ADPKD 11.12.2020_T4 12 B 40X19,3.0,2.0,1.0,0.0,0.6666444451851604,0.8870416224501828,0.9343020367610532,0.9460513078470825
TUBULI ADPKD 11.12.2020_DBD 3 A 40X4,4.0,4.0,0.0,0.0,0.9999750006249845,0.9060160548390006,0.9275161588180979,0.9750533876917103
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x14",4.0,3.0,1.0,0.0,0.7499812504687383,0.48591352859135284,0.8411395461129889,0.535012285012285
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X8,1.0,1.0,0.0,2.0,0.9999000099990001,0.7145557655954632,0.7673568818514007,0.9121621621621622
IF TUBI 18.12.2020_T4 2 A 40X25,9.0,8.0,1.0,1.0,0.8888790124554172,0.7319220794885712,0.9156481062320809,0.7848412339132121
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x8",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF TUBI 18.12.2020_DBD+T4 14 A 40X2,3.0,1.0,2.0,0.0,0.3333222225925802,0.21739130434782608,0.8625730994152047,0.22519083969465647
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x8",3.0,2.0,1.0,0.0,0.6666444451851604,0.5550510783200908,0.7640625,0.6698630136986301
TUBULI ADPKD 11.12.2020_T4 12 B 40X2,3.0,3.0,0.0,1.0,0.9999666677777407,0.8452343504246619,0.8721194417396949,0.9648114901256732
TUBI 29-30.07.2020_T4 2 40x11 side A,1.0,1.0,0.0,0.0,0.9999000099990001,0.7118959107806692,0.8969555035128806,0.7753036437246964
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x8",5.0,4.0,1.0,0.0,0.7999840003199936,0.6794871794871795,0.8616090037515631,0.7627306273062731
IF TUBI 18.12.2020_T4 2 B 40X21,3.0,3.0,0.0,0.0,0.9999666677777407,0.8204518430439952,0.9154662623199393,0.8877044660907921
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x5",1.0,1.0,0.0,2.0,0.9999000099990001,0.766868840030326,0.8383754662246167,0.8999110320284698
IF ADPKD tubules 9-17.10.19 _Resv 24 40X20,3.0,2.0,1.0,0.0,0.6666444451851604,0.7157316367842683,0.8801564722617354,0.7930150592758731
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X25,3.0,3.0,0.0,1.0,0.9999666677777407,0.9214235990254089,0.9384915359390233,0.9806445638081126
TUBI 29-30.07.2020_T4 2 40x13 side B,3.0,2.0,1.0,0.0,0.6666444451851604,0.6818535825545171,0.9469983775013521,0.7089068825910931
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X20,4.0,2.0,2.0,0.0,0.49998750031249223,0.7072085434589143,0.9647915823553217,0.7259439707673568
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x12",5.0,3.0,2.0,0.0,0.5999880002399952,0.4236990154711674,0.8264746227709191,0.46507140100347355
TUBI 29-30.07.2020_LM609+T4 19 40x15 side B,7.0,5.0,2.0,0.0,0.7142755103498521,0.5315747402078337,0.9670382937469705,0.5413839891451832
IF TUBI 18.12.2020_T4 2 A 40X3,4.0,4.0,0.0,0.0,0.9999750006249845,0.7580688906970436,0.8134458672875436,0.917596848325673
TUBI 29-30.07.2020_T4 2 40x23 side B,3.0,2.0,1.0,2.0,0.6666444451851604,0.6338351620311304,0.8054474708171206,0.7484181982524857
IF 4-12.09.19 40x1 T3 tubo 7 (23),6.0,4.0,2.0,0.0,0.6666555557407376,0.7382963745160155,0.941638608305275,0.7736997417926964
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X2,7.0,6.0,1.0,0.0,0.8571306124198226,0.743892703177391,0.9504283965728274,0.7739202657807309
TUBULI ADPKD 11.12.2020_T4 12 B 40X12,3.0,3.0,0.0,0.0,0.9999666677777407,0.8277917189460476,0.8921568627450981,0.919832694318578
IF ADPKD tubules 9-17.10.19 _Triac 6 40X13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X15,4.0,3.0,1.0,0.0,0.7499812504687383,0.7460745254277009,0.9386010171740252,0.7843547890360333
TUBI 29-30.07.2020_LM609+T4 19 40x41 side A,4.0,2.0,2.0,0.0,0.49998750031249223,0.3002504696305573,0.9392752203721841,0.3061941251596424
TUBI 29-30.07.2020_LM609+T4 19 40x21 side A,2.0,1.0,1.0,1.0,0.49997500124993743,0.3181126331811263,0.3793103448275862,0.6634920634920635
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x6",3.0,3.0,0.0,1.0,0.9999666677777407,0.7075170842824602,0.767292490118577,0.9008120649651972
IF 4-12.09.19 TETRAC tubo 15 40x1 (3),10.0,7.0,3.0,3.0,0.6999930000699993,0.7571562433878427,0.8709363374013421,0.8528480473936877
IF TUBI 18.12.2020_T4 2 A 40X9,5.0,5.0,0.0,3.0,0.999980000399992,0.5550797401063201,0.5918287018814453,0.8993898791721497
IF TUBI 18.12.2020_CTRL 6 A 40X29,5.0,5.0,0.0,1.0,0.999980000399992,0.6562195518025333,0.7173797266110421,0.8850197109067017
TUBI 29-30.07.2020_LM609+T4 19 40x29 side A,3.0,1.0,2.0,0.0,0.3333222225925802,0.1962201222901612,0.7775330396475771,0.20789163722025913
IF ADPKD tubules 9-17.10.19 _DBD 32 40X2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X14,3.0,3.0,0.0,0.0,0.9999666677777407,0.878475798146241,0.930968622100955,0.9396860369044341
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X12,6.0,5.0,1.0,2.0,0.8333194446759221,0.6396454820579334,0.7055317119694802,0.8726039516366854
IF 4-12.09.19 40x1 T3 tubo 7 (9),6.0,4.0,2.0,0.0,0.6666555557407376,0.5650793650793651,0.8962739174219537,0.6046195652173914
IF TUBI 18.12.2020_DBD 18 B 40X15,5.0,5.0,0.0,0.0,0.999980000399992,0.7403915881073242,0.8813120414328873,0.8223922674184454
TUBI 29-30.07.2020_T4 2 40x47 side A,1.0,1.0,0.0,0.0,0.9999000099990001,0.8946121965660154,0.9287031346035648,0.9605848696757787
TUBULI ADPKD 11.12.2020_T4 12 A 40X14,2.0,2.0,0.0,0.0,0.9999500024998749,0.8500631313131313,0.9409503843466107,0.8979659886628877
IF TUBI 18.12.2020_T4 2 A 40X14,5.0,2.0,3.0,0.0,0.3999920001599968,0.8458991972192337,0.9801495972382048,0.8606433142472213
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x2",5.0,4.0,1.0,0.0,0.7999840003199936,0.7555692118605009,0.9771508046890522,0.7691585861745386
IF TUBI 18.12.2020_T4 2 A 40X26,8.0,6.0,2.0,0.0,0.7499906251171861,0.7239938950919752,0.9325400931195034,0.7640077985928626
IF TUBI 18.12.2020_DBD+T4 14 A 40X22,8.0,5.0,3.0,2.0,0.6249921875976551,0.6075625363583479,0.8117519042437432,0.707204767063922
IF 4-12.09.19 CTRL tubo 21 40x1  (4),4.0,4.0,0.0,0.0,0.9999750006249845,0.8691280439905734,0.9574247144340602,0.904069292368034
IF TUBI 18.12.2020_DBD+T4 14 A 40X14,9.0,7.0,2.0,0.0,0.7777691358984901,0.6787652645861602,0.9174690508940853,0.7229046242774566
IF TUBI 18.12.2020_T4 2 B 40X30,3.0,2.0,1.0,0.0,0.6666444451851604,0.19454141542367503,0.8782234957020058,0.1999347684279191
TUBI 29-30.07.2020_LM609+T4 19 40x25 side B,2.0,2.0,0.0,0.0,0.9999500024998749,0.7769784172661871,0.9230769230769231,0.8307692307692308
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x13",3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
TUBULI ADPKD 11.12.2020_T4 12 B 40X17,2.0,2.0,0.0,0.0,0.9999500024998749,0.9264638609332113,0.9499296435272045,0.9740290970301791
IF ADPKD tubules 9-17.10.19 _T4 15 40X7,1.0,1.0,0.0,0.0,0.9999000099990001,0.581518540317834,0.9860279441117764,0.5863501483679525
IF 4-12.09.19 40x1 T3 tubo 7 (7),6.0,5.0,1.0,0.0,0.8333194446759221,0.6942996176572819,0.9139784946236559,0.742841204908888
IF ADPKD tubules 9-17.10.19 _DBD 32 40X11,3.0,1.0,2.0,0.0,0.3333222225925802,0.5132900177200236,0.9128151260504201,0.5397515527950311
IF TUBI 18.12.2020_T4 2 A 40X23,3.0,3.0,0.0,1.0,0.9999666677777407,0.6973197781885397,0.7754367934224049,0.8737695425593515
TUBI 29-30.07.2020_LM609+T4 19 40x6 side A,3.0,3.0,0.0,0.0,0.9999666677777407,0.760184473481937,0.9383301707779886,0.8001618122977346
IF TUBI 18.12.2020_DBD 18 A 40X28,1.0,1.0,0.0,1.0,0.9999000099990001,0.4025423728813559,0.41424418604651164,0.9344262295081968
TUBULI ADPKD 11.12.2020_DBD 3 B 40X3,4.0,4.0,0.0,0.0,0.9999750006249845,0.8494252873563218,0.9293649130161392,0.9080483309440918
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x11",2.0,1.0,1.0,0.0,0.49997500124993743,0.5911764705882353,0.9375,0.6154317207593386
TUBI 29-30.07.2020_T4 2 40x49 side A,9.0,6.0,3.0,1.0,0.6666592593415629,0.5465428780845346,0.8831425187524674,0.5891493284171715
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x5",4.0,4.0,0.0,0.0,0.9999750006249845,0.6948088990302339,0.8002628120893561,0.8405797101449275
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X16,5.0,5.0,0.0,0.0,0.999980000399992,0.8790393979637008,0.9351306804803391,0.9361225692398351
IF ADPKD tubules 9-17.10.19 _Resv 24 40X15,2.0,2.0,0.0,0.0,0.9999500024998749,0.864338866628506,0.9002384737678856,0.9558978687486811
IF ADPKD tubules 9-17.10.19 _Triac 6 40X15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF TUBI 18.12.2020_DBD+T4 14 A 40X27,2.0,1.0,1.0,0.0,0.49997500124993743,0.5539858728557013,0.9180602006688964,0.5828025477707006
IF ADPKD tubules 9-17.10.19 _Triac 6 40X5,3.0,3.0,0.0,0.0,0.9999666677777407,0.7393638992152003,0.9067882472137792,0.8001788109074653
TUBULI ADPKD 11.12.2020_T4 12 B 40X6,3.0,3.0,0.0,1.0,0.9999666677777407,0.8918832891246684,0.9043571812802582,0.9847703842549204
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X22,7.0,6.0,1.0,1.0,0.8571306124198226,0.7546544248916093,0.8468803663423011,0.8738924985233314
TUBI 29-30.07.2020_T4 2 40x19 side B,2.0,1.0,1.0,0.0,0.49997500124993743,0.5013380909901873,0.9982238010657194,0.5017857142857143
IF TUBI 18.12.2020_DBD+T4 14 B 40X1,3.0,3.0,0.0,0.0,0.9999666677777407,0.7555309734513275,0.8820870463644582,0.8404085148271194
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X26,1.0,1.0,0.0,0.0,0.9999000099990001,0.8930184091698506,0.9720226843100189,0.9165775401069519
TUBULI ADPKD 11.12.2020_DBD 3 B 40X5,3.0,3.0,0.0,1.0,0.9999666677777407,0.7722222222222223,0.8008642419877565,0.9557370004297379
TUBI 29-30.07.2020_T4 2 40x5 side A,3.0,2.0,1.0,0.0,0.6666444451851604,0.6096189881324172,0.9142857142857143,0.6465717124875787
TUBI 29-30.07.2020_T4 2 40x10 side A,4.0,2.0,2.0,0.0,0.49998750031249223,0.5330882352941176,0.8280456852791879,0.5994487827285255
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X5,2.0,2.0,0.0,1.0,0.9999500024998749,0.5393356643356644,0.5528673835125448,0.9565891472868217
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X40,8.0,6.0,2.0,1.0,0.7499906251171861,0.75,0.9088550113525786,0.8109985528219971
TUBI 29-30.07.2020_T4 2 40x12 side B,1.0,1.0,0.0,1.0,0.9999000099990001,0.16923076923076924,0.24522292993630573,0.3532110091743119
TUBI 29-30.07.2020_T4 2 40x20 side B,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
IF 4-12.09.19 40x1 TRIAC tubo 19 (1),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF 4-12.09.19 TETRAC tubo 5 40x1  (5),6.0,5.0,1.0,0.0,0.8333194446759221,0.783254080452384,0.9158464197159817,0.8439966763606149
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x17",2.0,2.0,0.0,0.0,0.9999500024998749,0.6981132075471698,0.9222873900293255,0.7417452830188679
IF TUBI 18.12.2020_DBD+T4 14 A 40X1,3.0,3.0,0.0,0.0,0.9999666677777407,0.6895393474088292,0.7651757188498403,0.8746195982958004
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x5",3.0,3.0,0.0,3.0,0.9999666677777407,0.7323686214775323,0.7496102276270658,0.9695503125630167
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X16,4.0,3.0,1.0,0.0,0.7499812504687383,0.6492637215528781,0.8826205641492265,0.7106227106227107
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X14,2.0,1.0,1.0,1.0,0.49997500124993743,0.6443324937027708,0.7929324240545568,0.7746820109024833
IF TUBI 18.12.2020_DBD 18 B 40X4,6.0,5.0,1.0,0.0,0.8333194446759221,0.6559628935866559,0.9259632334424578,0.6922714863974395
IF TUBI 18.12.2020_DBD 18 A 40X23,6.0,5.0,1.0,1.0,0.8333194446759221,0.7385636596289188,0.8083858543417367,0.8952981095492002
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X3,2.0,2.0,0.0,0.0,0.9999500024998749,0.8606299212598425,0.9070539419087137,0.9438687392055267
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X4,1.0,1.0,0.0,0.0,0.9999000099990001,0.8652482269503546,0.8731294729993494,0.9896755162241888
TUBULI ADPKD 11.12.2020_T4 12 A 40X12,11.0,8.0,3.0,1.0,0.727266115762584,0.6519391634980989,0.8586738782051282,0.7303007070448931
IF TUBI 18.12.2020_DBD 18 B 40X6,4.0,4.0,0.0,0.0,0.9999750006249845,0.8906034720308625,0.9308755760368663,0.9536736500442609
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  B 40x2",5.0,5.0,0.0,0.0,0.999980000399992,0.7427974947807933,0.8415326395458845,0.8635922330097088
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X9,3.0,3.0,0.0,1.0,0.9999666677777407,0.7726744186046511,0.8086400973532096,0.9455709711846318
IF TUBI 18.12.2020_CTRL 6 B 40X35,6.0,5.0,1.0,3.0,0.8333194446759221,0.5314783149385979,0.8466014609384672,0.5881138728820848
IF ADPKD tubules 9-17.10.19 _T3 31 40X6,1.0,1.0,0.0,0.0,0.9999000099990001,0.8563873067534581,0.8876862524599382,0.9604562737642586
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X8,8.0,7.0,1.0,2.0,0.874989062636717,0.6735123097859705,0.8037797135685811,0.8060408646727865
TUBULI ADPKD 11.12.2020_DBD 3 A 40X26,2.0,2.0,0.0,0.0,0.9999500024998749,0.7977653631284917,0.9456953642384106,0.8360655737704918
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  B 40x7",4.0,4.0,0.0,0.0,0.9999750006249845,0.5804431599229287,0.948072383949646,0.599502487562189
IF 4-12.09.19 40x1 T3 tubo 7 (14),1.0,1.0,0.0,1.0,0.9999000099990001,0.7894273127753304,0.8549618320610687,0.9114954221770092
IF 4-12.09.19 40x1 T3 tubo 7 (13),2.0,1.0,1.0,0.0,0.49997500124993743,0.8009389671361502,0.9838523644752019,0.8116079923882017
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x4",2.0,1.0,1.0,0.0,0.49997500124993743,0.8130637636080871,0.926950354609929,0.8687271518777002
TUBULI ADPKD 11.12.2020_T4 12 A 40X24,4.0,3.0,1.0,1.0,0.7499812504687383,0.38193548387096776,0.5049040511727079,0.6106240330067045
TUBULI ADPKD 11.12.2020_T4 12 B 40X16,2.0,1.0,1.0,0.0,0.49997500124993743,0.591830221796713,0.9059599413776258,0.6305678340700442
IF ADPKD tubules 9-17.10.19 _T3 31 40X2,1.0,1.0,0.0,0.0,0.9999000099990001,0.8906955736224029,0.9245194561650257,0.9605455431076474
TUBULI ADPKD 11.12.2020_DBD 3 B 40X28,6.0,4.0,2.0,0.0,0.6666555557407376,0.8181459954684267,0.90311004784689,0.8968682505399568
TUBI 29-30.07.2020_LM609+T4 19 40x8 side A,4.0,2.0,2.0,6.0,0.49998750031249223,0.4401485364788117,0.6328517587939698,0.5910824288647697
TUBULI ADPKD 11.12.2020_DBD 3 B 40X16,3.0,3.0,0.0,0.0,0.9999666677777407,0.8296226117164062,0.9798582618425961,0.8440160642570281
TUBI 29-30.07.2020_T4 2 40x22 side A,5.0,3.0,2.0,2.0,0.5999880002399952,0.48186375700383366,0.8053228191227205,0.5453938584779706
IF TUBI 18.12.2020_CTRL 6 B 40X30,2.0,1.0,1.0,0.0,0.49997500124993743,0.36067101584342964,0.8716216216216216,0.3809055118110236
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X2,5.0,4.0,1.0,0.0,0.7999840003199936,0.6663323303243063,0.9406859660163625,0.6955560725919032
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_T4 12 A 40X21,4.0,4.0,0.0,1.0,0.9999750006249845,0.8226184889723135,0.8868091564436575,0.9191243937606501
TUBI 29-30.07.2020_T4 2 40x58 side A,6.0,6.0,0.0,1.0,0.9999833336111065,0.8048556189074857,0.9243768483312209,0.8615869265603465
TUBI 29-30.07.2020_T4 2 40x27 side A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IF 4-12.09.19 RESV  TUBO 17 40X1 (18),5.0,5.0,0.0,0.0,0.999980000399992,0.8518359458879107,0.9170134073046694,0.9229874360167519
IF 4-12.09.19 CTRL tubo 21 40x1  (5),2.0,1.0,1.0,0.0,0.49997500124993743,0.6926360725720384,0.9293556085918855,0.7311303041682313
IF 4-12.09.19 40x1 CTRL tubo 11 (8),7.0,5.0,2.0,0.0,0.7142755103498521,0.38230823791670887,0.943485871467867,0.3912682775069999
TUBULI ADPKD 11.12.2020_T4 12 B 40X8,9.0,8.0,1.0,0.0,0.8888790124554172,0.7958652971005071,0.8926644305089689,0.8800862688713156
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x10",3.0,3.0,0.0,0.0,0.9999666677777407,0.8170068027210884,0.8693449149475209,0.9313687475765801
IF 4-12.09.19 40x1 CTRL tubo 11 (11),5.0,4.0,1.0,0.0,0.7999840003199936,0.7905268955388287,0.9371055495103373,0.8348196975571928
TUBI 29-30.07.2020_T4 2 40x8 side A,2.0,1.0,1.0,0.0,0.49997500124993743,0.5690851735015773,0.8222424794895169,0.6489208633093525
IF TUBI 18.12.2020_CTRL 6 A 40X20,2.0,2.0,0.0,0.0,0.9999500024998749,0.8950559701492538,0.9425343811394892,0.9467192895905279
